Sex;Age;Periodo;Total
Both genders;57 years old;2015;2.448
Both genders;57 years old;2014;2.100
Both genders;57 years old;2013;2.006
Both genders;57 years old;2012;2.134
Both genders;57 years old;2011;2.323
Both genders;57 years old;2010;2.162
Both genders;57 years old;2009;2.160
Both genders;57 years old;2008;2.810
Both genders;58 years old;2021;4.178
Both genders;58 years old;2020;3.481
Both genders;58 years old;2019;5.059
Both genders;58 years old;2018;4.319
Both genders;58 years old;2017;3.348
Both genders;58 years old;2016;2.890
Both genders;58 years old;2015;2.291
Both genders;58 years old;2014;2.094
Both genders;58 years old;2013;1.902
Both genders;58 years old;2012;2.029
Both genders;58 years old;2011;2.284
Both genders;58 years old;2010;2.130
Both genders;58 years old;2009;1.972
Both genders;58 years old;2008;2.786
Both genders;59 years old;2021;3.985
Both genders;59 years old;2020;3.407
Both genders;59 years old;2019;4.818
Both genders;59 years old;2018;3.942
Both genders;59 years old;2017;3.330
Both genders;59 years old;2016;2.779
Both genders;59 years old;2015;2.167
Both genders;59 years old;2014;1.992
Both genders;59 years old;2013;1.777
Both genders;59 years old;2012;2.021
Both genders;59 years old;2011;2.259
Both genders;59 years old;2010;2.011
Both genders;59 years old;2009;2.137
Both genders;59 years old;2008;2.564
Both genders;60 years old;2021;3.905
Both genders;60 years old;2020;3.304
Both genders;60 years old;2019;4.612
Both genders;60 years old;2018;4.068
Both genders;60 years old;2017;3.496
Both genders;60 years old;2016;2.818
Both genders;60 years old;2015;2.353
Both genders;60 years old;2014;2.146
Both genders;60 years old;2013;1.962
Both genders;60 years old;2012;2.096
Both genders;60 years old;2011;2.470
Both genders;60 years old;2010;2.433
Both genders;60 years old;2009;2.427
Both genders;60 years old;2008;2.999
Both genders;61 years old;2021;3.606
Both genders;61 years old;2020;3.062
Both genders;61 years old;2019;4.303
Both genders;61 years old;2018;3.996
Both genders;61 years old;2017;3.320
Both genders;61 years old;2016;2.614
Both genders;61 years old;2015;2.204
Both genders;61 years old;2014;2.039
Both genders;61 years old;2013;1.971
Both genders;61 years old;2012;2.115
Both genders;61 years old;2011;2.447
Both genders;61 years old;2010;2.233
Both genders;61 years old;2009;2.198
Both genders;61 years old;2008;2.664
Both genders;62 years old;2021;3.584
Both genders;62 years old;2020;3.075
Both genders;62 years old;2019;4.267
Both genders;62 years old;2018;3.796
Both genders;62 years old;2017;3.276
Both genders;62 years old;2016;2.657
Both genders;62 years old;2015;2.233
Both genders;62 years old;2014;2.072
Both genders;62 years old;2013;1.849
Both genders;62 years old;2012;2.012
Both genders;62 years old;2011;2.350
Both genders;62 years old;2010;2.101
Both genders;62 years old;2009;2.200
Both genders;62 years old;2008;2.396
Both genders;63 years old;2021;3.501
Both genders;63 years old;2020;2.905
Both genders;63 years old;2019;4.171
Both genders;63 years old;2018;3.736
Both genders;63 years old;2017;3.136
Both genders;63 years old;2016;2.519
Both genders;63 years old;2015;2.232
Both genders;63 years old;2014;2.002
Both genders;63 years old;2013;1.967
Both genders;63 years old;2012;1.984
Both genders;63 years old;2011;2.251
Both genders;63 years old;2010;2.128
Both genders;63 years old;2009;1.935
Both genders;63 years old;2008;2.261
Both genders;64 years old;2021;3.387
Both genders;64 years old;2020;2.705
Both genders;64 years old;2019;3.993
Both genders;64 years old;2018;3.447
Both genders;64 years old;2017;3.059
Both genders;64 years old;2016;2.409
Both genders;64 years old;2015;2.108
Both genders;64 years old;2014;1.966
Both genders;64 years old;2013;1.796
Both genders;64 years old;2012;2.030
Both genders;64 years old;2011;2.185
Both genders;64 years old;2010;1.847
Both genders;64 years old;2009;1.856
Both genders;64 years old;2008;2.230
Both genders;65 years old;2021;3.276
Both genders;65 years old;2020;2.725
Both genders;65 years old;2019;4.123
Both genders;65 years old;2018;3.695
Both genders;65 years old;2017;3.302
Both genders;65 years old;2016;2.700
Both genders;65 years old;2015;2.374
Both genders;65 years old;2014;2.343
Both genders;65 years old;2013;2.204
Both genders;65 years old;2012;2.308
Both genders;65 years old;2011;2.374
Both genders;65 years old;2010;2.111
Both genders;65 years old;2009;2.173
Both genders;65 years old;2008;2.302
Both genders;66 years old;2021;3.268
Both genders;66 years old;2020;2.724
Both genders;66 years old;2019;3.728
Both genders;66 years old;2018;3.360
Both genders;66 years old;2017;2.945
Both genders;66 years old;2016;2.466
Both genders;66 years old;2015;1.957
Both genders;66 years old;2014;1.879
Both genders;66 years old;2013;1.827
Both genders;66 years old;2012;1.730
Both genders;66 years old;2011;1.889
Both genders;66 years old;2010;1.699
Both genders;66 years old;2009;1.695
Both genders;66 years old;2008;1.856
Both genders;67 years old;2021;2.964
Both genders;67 years old;2020;2.304
Both genders;67 years old;2019;3.431
Both genders;67 years old;2018;2.927
Both genders;67 years old;2017;2.660
Both genders;67 years old;2016;2.013
Both genders;67 years old;2015;1.833
Both genders;67 years old;2014;1.801
Both genders;67 years old;2013;1.510
Both genders;67 years old;2012;1.518
Both genders;67 years old;2011;1.692
Both genders;67 years old;2010;1.464
Both genders;67 years old;2009;1.347
Both genders;67 years old;2008;1.499
Both genders;68 years old;2021;2.735
Both genders;68 years old;2020;2.079
Both genders;68 years old;2019;3.076
Both genders;68 years old;2018;2.775
Both genders;68 years old;2017;2.392
Both genders;68 years old;2016;1.893
Both genders;68 years old;2015;1.647
Both genders;68 years old;2014;1.460
Both genders;68 years old;2013;1.293
Both genders;68 years old;2012;1.374
Both genders;68 years old;2011;1.376
Both genders;68 years old;2010;1.247
Both genders;68 years old;2009;1.265
Both genders;68 years old;2008;1.444
Both genders;69 years old;2021;2.409
Both genders;69 years old;2020;1.885
Both genders;69 years old;2019;2.871
Both genders;69 years old;2018;2.532
Both genders;69 years old;2017;2.183
Both genders;69 years old;2016;1.835
Both genders;69 years old;2015;1.453
Both genders;69 years old;2014;1.329
Both genders;69 years old;2013;1.199
Both genders;69 years old;2012;1.265
Both genders;69 years old;2011;1.288
Both genders;69 years old;2010;1.177
Both genders;69 years old;2009;1.217
Both genders;69 years old;2008;1.175
Both genders;70 years old;2021;2.210
Both genders;70 years old;2020;1.685
Both genders;70 years old;2019;2.605
Both genders;70 years old;2018;2.456
Both genders;70 years old;2017;2.013
Both genders;70 years old;2016;1.505
Both genders;70 years old;2015;1.335
Both genders;70 years old;2014;1.213
Both genders;70 years old;2013;1.069
Both genders;70 years old;2012;1.082
Both genders;70 years old;2011;1.166
Both genders;70 years old;2010;1.090
Both genders;70 years old;2009;958
Both genders;70 years old;2008;1.095
Both genders;71 years old;2021;2.136
Both genders;71 years old;2020;1.480
Both genders;71 years old;2019;2.341
Both genders;71 years old;2018;2.103
Both genders;71 years old;2017;1.623
Both genders;71 years old;2016;1.319
Both genders;71 years old;2015;1.180
Both genders;71 years old;2014;973
Both genders;71 years old;2013;941
Both genders;71 years old;2012;937
Both genders;71 years old;2011;1.084
Both genders;71 years old;2010;927
Both genders;71 years old;2009;917
Both genders;71 years old;2008;1.091
Both genders;72 years old;2021;1.990
Both genders;72 years old;2020;1.372
Both genders;72 years old;2019;2.160
Both genders;72 years old;2018;1.790
Both genders;72 years old;2017;1.532
Both genders;72 years old;2016;1.204
Both genders;72 years old;2015;1.033
Both genders;72 years old;2014;919
Both genders;72 years old;2013;857
Both genders;72 years old;2012;897
Both genders;72 years old;2011;881
Both genders;72 years old;2010;758
Both genders;72 years old;2009;842
Both genders;72 years old;2008;884
Both genders;73 years old;2021;1.767
Both genders;73 years old;2020;1.207
Both genders;73 years old;2019;1.748
Both genders;73 years old;2018;1.505
Both genders;73 years old;2017;1.375
Both genders;73 years old;2016;1.056
Both genders;73 years old;2015;855
Both genders;73 years old;2014;785
Both genders;73 years old;2013;724
Both genders;73 years old;2012;754
Both genders;73 years old;2011;825
Both genders;73 years old;2010;707
Both genders;73 years old;2009;724
Both genders;73 years old;2008;775
Both genders;74 years old;2021;1.583
Both genders;74 years old;2020;1.015
Both genders;74 years old;2019;1.558
Both genders;74 years old;2018;1.399
Both genders;74 years old;2017;1.141
Both genders;74 years old;2016;930
Both genders;74 years old;2015;797
Both genders;74 years old;2014;772
Both genders;74 years old;2013;625
Both genders;74 years old;2012;687
Both genders;74 years old;2011;696
Both genders;74 years old;2010;619
Both genders;74 years old;2009;625
Both genders;74 years old;2008;673
Both genders;75 years old;2021;1.429
Both genders;75 years old;2020;850
Both genders;75 years old;2019;1.386
Both genders;75 years old;2018;1.176
Both genders;75 years old;2017;1.030
Both genders;75 years old;2016;825
Both genders;75 years old;2015;721
Both genders;75 years old;2014;622
Both genders;75 years old;2013;565
Both genders;75 years old;2012;609
Both genders;75 years old;2011;637
Both genders;75 years old;2010;595
Both genders;75 years old;2009;551
Both genders;75 years old;2008;601
Both genders;76 years old;2021;1.157
Both genders;76 years old;2020;736
Both genders;76 years old;2019;1.193
Both genders;76 years old;2018;1.065
Both genders;76 years old;2017;931
Both genders;76 years old;2016;832
Both genders;76 years old;2015;620
Both genders;76 years old;2014;539
Both genders;76 years old;2013;518
Both genders;76 years old;2012;537
Both genders;76 years old;2011;530
Both genders;76 years old;2010;482
Both genders;76 years old;2009;493
Both genders;76 years old;2008;563
Both genders;77 years old;2021;1.118
Both genders;77 years old;2020;692
Both genders;77 years old;2019;1.077
Both genders;77 years old;2018;931
Both genders;77 years old;2017;874
Both genders;77 years old;2016;679
Both genders;77 years old;2015;588
Both genders;77 years old;2014;500
Both genders;77 years old;2013;484
Both genders;77 years old;2012;460
Both genders;77 years old;2011;487
Both genders;77 years old;2010;433
Both genders;77 years old;2009;426
Both genders;77 years old;2008;468
Both genders;78 years old;2021;921
Both genders;78 years old;2020;596
Both genders;78 years old;2019;925
Both genders;78 years old;2018;854
Both genders;78 years old;2017;739
Both genders;78 years old;2016;612
Both genders;78 years old;2015;497
Both genders;78 years old;2014;437
Both genders;78 years old;2013;383
Both genders;78 years old;2012;415
Both genders;78 years old;2011;437
Both genders;78 years old;2010;412
Both genders;78 years old;2009;368
Both genders;78 years old;2008;417
Both genders;79 years old;2021;803
Both genders;79 years old;2020;501
Both genders;79 years old;2019;878
Both genders;79 years old;2018;731
Both genders;79 years old;2017;672
Both genders;79 years old;2016;547
Both genders;79 years old;2015;442
Both genders;79 years old;2014;394
Both genders;79 years old;2013;365
Both genders;79 years old;2012;366
Both genders;79 years old;2011;375
Both genders;79 years old;2010;353
Both genders;79 years old;2009;334
Both genders;79 years old;2008;362
Both genders;80 years old;2021;768
Both genders;80 years old;2020;511
Both genders;80 years old;2019;711
Both genders;80 years old;2018;688
Both genders;80 years old;2017;600
Both genders;80 years old;2016;520
Both genders;80 years old;2015;407
Both genders;80 years old;2014;362
Both genders;80 years old;2013;329
Both genders;80 years old;2012;330
Both genders;80 years old;2011;362
Both genders;80 years old;2010;298
Both genders;80 years old;2009;276
Both genders;80 years old;2008;345
Both genders;81 years old;2021;636
Both genders;81 years old;2020;385
Both genders;81 years old;2019;645
Both genders;81 years old;2018;621
Both genders;81 years old;2017;572
Both genders;81 years old;2016;460
Both genders;81 years old;2015;352
Both genders;81 years old;2014;331
Both genders;81 years old;2013;300
Both genders;81 years old;2012;251
Both genders;81 years old;2011;306
Both genders;81 years old;2010;213
Both genders;81 years old;2009;250
Both genders;81 years old;2008;241
Both genders;82 years old;2021;501
Both genders;82 years old;2020;354
Both genders;82 years old;2019;613
Both genders;82 years old;2018;518
Both genders;82 years old;2017;455
Both genders;82 years old;2016;372
Both genders;82 years old;2015;313
Both genders;82 years old;2014;279
Both genders;82 years old;2013;257
Both genders;82 years old;2012;277
Both genders;82 years old;2011;254
Both genders;82 years old;2010;204
Both genders;82 years old;2009;217
Both genders;82 years old;2008;227
Both genders;83 years old;2021;482
Both genders;83 years old;2020;309
Both genders;83 years old;2019;466
Both genders;83 years old;2018;483
Both genders;83 years old;2017;414
Both genders;83 years old;2016;353
Both genders;83 years old;2015;283
Both genders;83 years old;2014;217
Both genders;83 years old;2013;247
Both genders;83 years old;2012;204
Both genders;83 years old;2011;200
Both genders;83 years old;2010;174
Both genders;83 years old;2009;190
Both genders;83 years old;2008;200
Both genders;84 years old;2021;393
Both genders;84 years old;2020;260
Both genders;84 years old;2019;435
Both genders;84 years old;2018;393
Both genders;84 years old;2017;390
Both genders;84 years old;2016;302
Both genders;84 years old;2015;260
Both genders;84 years old;2014;218
Both genders;84 years old;2013;222
Both genders;84 years old;2012;155
Both genders;84 years old;2011;181
Both genders;84 years old;2010;155
Both genders;84 years old;2009;151
Both genders;84 years old;2008;138
Both genders;85 years old;2021;350
Both genders;85 years old;2020;230
Both genders;85 years old;2019;366
Both genders;85 years old;2018;365
Both genders;85 years old;2017;305
Both genders;85 years old;2016;250
Both genders;85 years old;2015;201
Both genders;85 years old;2014;210
Both genders;85 years old;2013;148
Both genders;85 years old;2012;148
Both genders;85 years old;2011;148
Both genders;85 years old;2010;105
Both genders;85 years old;2009;108
Both genders;85 years old;2008;139
Both genders;86 years old;2021;302
Both genders;86 years old;2020;202
Both genders;86 years old;2019;339
Both genders;86 years old;2018;313
Both genders;86 years old;2017;291
Both genders;86 years old;2016;239
Both genders;86 years old;2015;166
Both genders;86 years old;2014;171
Both genders;86 years old;2013;139
Both genders;86 years old;2012;113
Both genders;86 years old;2011;101
Both genders;86 years old;2010;101
Both genders;86 years old;2009;97
Both genders;86 years old;2008;128
Both genders;87 years old;2021;266
Both genders;87 years old;2020;190
Both genders;87 years old;2019;288
Both genders;87 years old;2018;254
Both genders;87 years old;2017;222
Both genders;87 years old;2016;194
Both genders;87 years old;2015;173
Both genders;87 years old;2014;143
Both genders;87 years old;2013;121
Both genders;87 years old;2012;114
Both genders;87 years old;2011;111
Both genders;87 years old;2010;73
Both genders;87 years old;2009;102
Both genders;87 years old;2008;101
Both genders;88 years old;2021;195
Both genders;88 years old;2020;128
Both genders;88 years old;2019;255
Both genders;88 years old;2018;227
Both genders;88 years old;2017;198
Both genders;88 years old;2016;171
Both genders;88 years old;2015;114
Both genders;88 years old;2014;121
Both genders;88 years old;2013;109
Both genders;88 years old;2012;99
Both genders;88 years old;2011;89
Both genders;88 years old;2010;74
Both genders;88 years old;2009;73
Both genders;88 years old;2008;73
Both genders;89 years old;2021;203
Both genders;89 years old;2020;130
Both genders;89 years old;2019;202
Both genders;89 years old;2018;187
Both genders;89 years old;2017;129
Both genders;89 years old;2016;124
Both genders;89 years old;2015;102
Both genders;89 years old;2014;96
Both genders;89 years old;2013;86
Both genders;89 years old;2012;72
Both genders;89 years old;2011;70
Both genders;89 years old;2010;69
Both genders;89 years old;2009;51
Both genders;89 years old;2008;46
Both genders;90 years old and over;2021;1.067
Both genders;90 years old and over;2020;761
Both genders;90 years old and over;2019;751
Both genders;90 years old and over;2018;713
Both genders;90 years old and over;2017;513
Both genders;90 years old and over;2016;533
Both genders;90 years old and over;2015;499
Both genders;90 years old and over;2014;523
Both genders;90 years old and over;2013;370
Both genders;90 years old and over;2012;410
Both genders;90 years old and over;2011;171
Both genders;90 years old and over;2010;197
Both genders;90 years old and over;2009;165
Both genders;90 years old and over;2008;161
Males;Total;2021;272.986
Males;Total;2020;236.402
Males;Total;2019;376.035
Males;Total;2018;319.082
Males;Total;2017;260.161
Males;Total;2016;204.209
Males;Total;2015;169.626
Males;Total;2014;151.949
Males;Total;2013;139.473
Males;Total;2012;149.750
Males;Total;2011;180.946
Males;Total;2010;176.828
Males;Total;2009;192.286
Males;Total;2008;310.262
Males;0 years old;2021;1.880
Males;0 years old;2020;1.703
Males;0 years old;2019;2.759
Males;0 years old;2018;2.801
Males;0 years old;2017;2.894
Males;0 years old;2016;2.747
Males;0 years old;2015;2.436
Males;0 years old;2014;2.140
Males;0 years old;2013;2.132
Males;0 years old;2012;2.130
Males;0 years old;2011;2.354
Males;0 years old;2010;2.408
Males;0 years old;2009;2.311
Males;0 years old;2008;2.852
Males;1 year old;2021;2.525
Males;1 year old;2020;2.374
Males;1 year old;2019;4.152
Males;1 year old;2018;3.830
Males;1 year old;2017;3.662
Males;1 year old;2016;2.903
Males;1 year old;2015;2.451
Males;1 year old;2014;1.997
Males;1 year old;2013;1.834
Males;1 year old;2012;1.813
Males;1 year old;2011;2.294
Males;1 year old;2010;2.278
Males;1 year old;2009;2.283
Males;1 year old;2008;2.968
Males;2 years old;2021;2.671
Males;2 years old;2020;2.535
Males;2 years old;2019;4.278
Males;2 years old;2018;3.894
Males;2 years old;2017;3.391
Males;2 years old;2016;2.673
Males;2 years old;2015;2.221
Males;2 years old;2014;1.991
Males;2 years old;2013;1.773
Males;2 years old;2012;1.742
Males;2 years old;2011;2.194
Males;2 years old;2010;2.168
Males;2 years old;2009;2.282
Males;2 years old;2008;2.852
Males;3 years old;2021;2.868
Males;3 years old;2020;2.619
Males;3 years old;2019;4.260
Males;3 years old;2018;3.870
Males;3 years old;2017;3.222
Males;3 years old;2016;2.642
Males;3 years old;2015;2.067
Males;3 years old;2014;1.729
Males;3 years old;2013;1.678
Males;3 years old;2012;1.650
Males;3 years old;2011;1.999
Males;3 years old;2010;2.094
Males;3 years old;2009;2.173
Males;3 years old;2008;3.029
Males;4 years old;2021;2.918
Males;4 years old;2020;2.561
Males;4 years old;2019;4.339
Males;4 years old;2018;3.547
Males;4 years old;2017;3.024
Males;4 years old;2016;2.563
Males;4 years old;2015;1.940
Males;4 years old;2014;1.691
Males;4 years old;2013;1.465
Males;4 years old;2012;1.499
Males;4 years old;2011;1.909
Males;4 years old;2010;1.947
Males;4 years old;2009;2.116
Males;4 years old;2008;2.966
Males;5 years old;2021;2.932
Males;5 years old;2020;2.580
Males;5 years old;2019;4.178
Males;5 years old;2018;3.520
Males;5 years old;2017;2.865
Males;5 years old;2016;2.354
Males;5 years old;2015;1.870
Males;5 years old;2014;1.535
Males;5 years old;2013;1.455
Males;5 years old;2012;1.430
Males;5 years old;2011;1.809
Males;5 years old;2010;1.836
Males;5 years old;2009;2.138
Males;5 years old;2008;2.948
Males;6 years old;2021;3.149
Males;6 years old;2020;2.433
Males;6 years old;2019;4.104
Males;6 years old;2018;3.280
Males;6 years old;2017;2.794
Males;6 years old;2016;2.231
Males;6 years old;2015;1.729
Males;6 years old;2014;1.455
Males;6 years old;2013;1.279
Males;6 years old;2012;1.341
Males;6 years old;2011;1.790
Males;6 years old;2010;1.857
Males;6 years old;2009;2.051
Males;6 years old;2008;3.128
Males;7 years old;2021;2.989
Males;7 years old;2020;2.389
Males;7 years old;2019;3.965
Males;7 years old;2018;3.262
Males;7 years old;2017;2.676
Males;7 years old;2016;2.110
Males;7 years old;2015;1.638
Males;7 years old;2014;1.376
Males;7 years old;2013;1.324
Males;7 years old;2012;1.498
Males;7 years old;2011;1.749
Males;7 years old;2010;1.812
Males;7 years old;2009;2.017
Males;7 years old;2008;3.296
Males;8 years old;2021;3.027
Males;8 years old;2020;2.360
Males;8 years old;2019;3.845
Males;8 years old;2018;3.151
Males;8 years old;2017;2.667
Males;8 years old;2016;2.121
Males;8 years old;2015;1.740
Males;8 years old;2014;1.492
Males;8 years old;2013;1.376
Males;8 years old;2012;1.475
Males;8 years old;2011;1.810
Males;8 years old;2010;1.818
Males;8 years old;2009;2.130
Males;8 years old;2008;3.573
Males;9 years old;2021;2.994
Males;9 years old;2020;2.348
Males;9 years old;2019;3.780
Males;9 years old;2018;3.128
Males;9 years old;2017;2.581
Males;9 years old;2016;2.074
Males;9 years old;2015;1.651
Males;9 years old;2014;1.478
Males;9 years old;2013;1.509
Males;9 years old;2012;1.485
Males;9 years old;2011;1.837
Males;9 years old;2010;1.915
Males;9 years old;2009;2.368
Males;9 years old;2008;3.547
Males;10 years old;2021;2.909
Males;10 years old;2020;2.370
Males;10 years old;2019;3.699
Males;10 years old;2018;2.988
Males;10 years old;2017;2.528
Males;10 years old;2016;2.095
Males;10 years old;2015;1.716
Males;10 years old;2014;1.549
Males;10 years old;2013;1.568
Males;10 years old;2012;1.550
Males;10 years old;2011;1.991
Males;10 years old;2010;2.097
Males;10 years old;2009;2.395
Males;10 years old;2008;3.612
Males;11 years old;2021;3.014
Males;11 years old;2020;2.272
Males;11 years old;2019;3.612
Males;11 years old;2018;2.966
Males;11 years old;2017;2.532
Males;11 years old;2016;2.142
Males;11 years old;2015;1.760
Males;11 years old;2014;1.670
Males;11 years old;2013;1.590
Males;11 years old;2012;1.674
Males;11 years old;2011;2.064
Males;11 years old;2010;1.977
Males;11 years old;2009;2.363
Males;11 years old;2008;3.693
Males;12 years old;2021;2.754
Males;12 years old;2020;2.226
Males;12 years old;2019;3.446
Males;12 years old;2018;2.881
Males;12 years old;2017;2.708
Males;12 years old;2016;2.308
Males;12 years old;2015;1.820
Males;12 years old;2014;1.749
Males;12 years old;2013;1.627
Males;12 years old;2012;1.794
Males;12 years old;2011;2.030
Males;12 years old;2010;2.078
Males;12 years old;2009;2.445
Males;12 years old;2008;3.748
Males;13 years old;2021;2.638
Males;13 years old;2020;2.147
Males;13 years old;2019;3.530
Males;13 years old;2018;3.078
Males;13 years old;2017;2.583
Males;13 years old;2016;2.282
Males;13 years old;2015;1.848
Males;13 years old;2014;1.746
Males;13 years old;2013;1.772
Males;13 years old;2012;1.766
Males;13 years old;2011;2.069
Males;13 years old;2010;1.973
Males;13 years old;2009;2.434
Males;13 years old;2008;3.680
Males;14 years old;2021;2.682
Males;14 years old;2020;2.303
Males;14 years old;2019;3.713
Males;14 years old;2018;3.234
Males;14 years old;2017;2.817
Males;14 years old;2016;2.403
Males;14 years old;2015;1.909
Males;14 years old;2014;1.919
Males;14 years old;2013;1.707
Males;14 years old;2012;1.855
Males;14 years old;2011;2.145
Males;14 years old;2010;2.159
Males;14 years old;2009;2.581
Males;14 years old;2008;3.774
Males;15 years old;2021;2.866
Males;15 years old;2020;2.303
Males;15 years old;2019;4.048
Males;15 years old;2018;3.637
Males;15 years old;2017;2.919
Males;15 years old;2016;2.491
Males;15 years old;2015;2.015
Males;15 years old;2014;1.981
Males;15 years old;2013;1.834
Males;15 years old;2012;2.042
Males;15 years old;2011;2.271
Males;15 years old;2010;2.190
Males;15 years old;2009;2.784
Males;15 years old;2008;4.050
Males;16 years old;2021;3.428
Males;16 years old;2020;2.777
Males;16 years old;2019;4.961
Males;16 years old;2018;4.196
Males;16 years old;2017;3.358
Males;16 years old;2016;2.746
Males;16 years old;2015;2.225
Males;16 years old;2014;2.035
Males;16 years old;2013;2.125
Males;16 years old;2012;2.172
Males;16 years old;2011;2.518
Males;16 years old;2010;2.564
Males;16 years old;2009;3.117
Males;16 years old;2008;4.498
Males;17 years old;2021;4.299
Males;17 years old;2020;3.565
Males;17 years old;2019;6.290
Males;17 years old;2018;5.352
Males;17 years old;2017;4.023
Males;17 years old;2016;3.056
Males;17 years old;2015;2.417
Males;17 years old;2014;2.233
Males;17 years old;2013;2.249
Males;17 years old;2012;2.539
Males;17 years old;2011;2.947
Males;17 years old;2010;3.047
Males;17 years old;2009;3.768
Males;17 years old;2008;5.366
Males;18 years old;2021;6.188
Males;18 years old;2020;4.905
Males;18 years old;2019;8.275
Males;18 years old;2018;7.060
Males;18 years old;2017;5.447
Males;18 years old;2016;4.303
Males;18 years old;2015;3.346
Males;18 years old;2014;2.964
Males;18 years old;2013;2.826
Males;18 years old;2012;2.871
Males;18 years old;2011;3.566
Males;18 years old;2010;3.433
Males;18 years old;2009;4.153
Males;18 years old;2008;6.386
Males;19 years old;2021;6.001
Males;19 years old;2020;4.764
Males;19 years old;2019;7.909
Males;19 years old;2018;6.366
Males;19 years old;2017;5.383
Males;19 years old;2016;3.966
Males;19 years old;2015;3.209
Males;19 years old;2014;3.008
Males;19 years old;2013;2.642
Males;19 years old;2012;2.889
Males;19 years old;2011;3.489
Males;19 years old;2010;3.553
Males;19 years old;2009;3.925
Males;19 years old;2008;6.389
Males;20 years old;2021;5.971
Males;20 years old;2020;4.853
Males;20 years old;2019;8.058
Males;20 years old;2018;6.923
Males;20 years old;2017;5.535
Males;20 years old;2016;4.126
Males;20 years old;2015;3.447
Males;20 years old;2014;3.142
Males;20 years old;2013;2.729
Males;20 years old;2012;3.102
Males;20 years old;2011;3.897
Males;20 years old;2010;4.123
Males;20 years old;2009;4.208
Males;20 years old;2008;7.574
Males;21 years old;2021;6.178
Males;21 years old;2020;4.948
Males;21 years old;2019;8.621
Males;21 years old;2018;7.285
Males;21 years old;2017;5.697
Males;21 years old;2016;4.083
Males;21 years old;2015;3.436
Males;21 years old;2014;3.171
Males;21 years old;2013;2.693
Males;21 years old;2012;3.280
Males;21 years old;2011;4.225
Males;21 years old;2010;4.319
Males;21 years old;2009;4.620
Males;21 years old;2008;8.290
Males;22 years old;2021;6.198
Males;22 years old;2020;5.727
Males;22 years old;2019;9.206
Males;22 years old;2018;7.804
Males;22 years old;2017;6.211
Males;22 years old;2016;4.399
Males;22 years old;2015;3.738
Males;22 years old;2014;3.332
Males;22 years old;2013;3.083
Males;22 years old;2012;3.635
Males;22 years old;2011;4.516
Males;22 years old;2010;4.579
Males;22 years old;2009;5.023
Males;22 years old;2008;9.230
Males;23 years old;2021;7.021
Males;23 years old;2020;6.094
Males;23 years old;2019;10.182
Males;23 years old;2018;8.579
Males;23 years old;2017;6.871
Males;23 years old;2016;5.019
Males;23 years old;2015;4.096
Males;23 years old;2014;3.654
Males;23 years old;2013;3.605
Males;23 years old;2012;4.069
Males;23 years old;2011;5.007
Males;23 years old;2010;4.986
Males;23 years old;2009;5.450
Males;23 years old;2008;9.881
Males;24 years old;2021;7.253
Males;24 years old;2020;6.386
Males;24 years old;2019;10.923
Males;24 years old;2018;9.265
Males;24 years old;2017;7.399
Males;24 years old;2016;5.325
Males;24 years old;2015;4.286
Males;24 years old;2014;3.976
Males;24 years old;2013;3.743
Males;24 years old;2012;4.266
Males;24 years old;2011;5.251
Males;24 years old;2010;5.117
Males;24 years old;2009;5.884
Males;24 years old;2008;10.572
Males;25 years old;2021;7.727
Males;25 years old;2020;6.830
Males;25 years old;2019;11.299
Males;25 years old;2018;9.563
Males;25 years old;2017;7.788
Males;25 years old;2016;5.671
Males;25 years old;2015;4.731
Males;25 years old;2014;4.204
Males;25 years old;2013;3.767
Males;25 years old;2012;4.312
Males;25 years old;2011;5.533
Males;25 years old;2010;5.430
Males;25 years old;2009;6.051
Males;25 years old;2008;11.167
Males;26 years old;2021;7.929
Males;26 years old;2020;7.067
Males;26 years old;2019;11.783
Males;26 years old;2018;9.859
Males;26 years old;2017;7.951
Males;26 years old;2016;6.056
Males;26 years old;2015;4.740
Males;26 years old;2014;4.228
Males;26 years old;2013;3.772
Males;26 years old;2012;4.299
Males;26 years old;2011;5.591
Males;26 years old;2010;5.385
Males;26 years old;2009;6.199
Males;26 years old;2008;11.449
Males;27 years old;2021;7.726
Males;27 years old;2020;7.000
Males;27 years old;2019;11.334
Males;27 years old;2018;9.678
Males;27 years old;2017;7.998
Males;27 years old;2016;5.759
Males;27 years old;2015;4.645
Males;27 years old;2014;4.224
Males;27 years old;2013;3.718
Males;27 years old;2012;4.290
Males;27 years old;2011;5.506
Males;27 years old;2010;5.609
Males;27 years old;2009;6.231
Males;27 years old;2008;11.094
Males;28 years old;2021;7.653
Males;28 years old;2020;6.948
Males;28 years old;2019;11.364
Males;28 years old;2018;9.786
Males;28 years old;2017;7.771
Males;28 years old;2016;5.550
Males;28 years old;2015;4.590
Males;28 years old;2014;3.969
Males;28 years old;2013;3.789
Males;28 years old;2012;4.197
Males;28 years old;2011;5.403
Males;28 years old;2010;5.427
Males;28 years old;2009;5.975
Males;28 years old;2008;10.928
Males;29 years old;2021;7.423
Males;29 years old;2020;6.923
Males;29 years old;2019;11.061
Males;29 years old;2018;9.421
Males;29 years old;2017;7.466
Males;29 years old;2016;5.519
Males;29 years old;2015;4.450
Males;29 years old;2014;3.928
Males;29 years old;2013;3.452
Males;29 years old;2012;3.989
Males;29 years old;2011;5.301
Males;29 years old;2010;5.391
