Sex;Age;Periodo;Total
Both genders;57 years old;2011;2.312
Both genders;57 years old;2010;2.472
Both genders;57 years old;2009;2.236
Both genders;57 years old;2008;1.645
Both genders;58 years old;2021;3.488
Both genders;58 years old;2020;2.126
Both genders;58 years old;2019;2.489
Both genders;58 years old;2018;2.731
Both genders;58 years old;2017;3.207
Both genders;58 years old;2016;2.514
Both genders;58 years old;2015;2.524
Both genders;58 years old;2014;2.531
Both genders;58 years old;2013;3.181
Both genders;58 years old;2012;2.585
Both genders;58 years old;2011;2.185
Both genders;58 years old;2010;2.339
Both genders;58 years old;2009;1.999
Both genders;58 years old;2008;1.560
Both genders;59 years old;2021;3.400
Both genders;59 years old;2020;1.958
Both genders;59 years old;2019;2.311
Both genders;59 years old;2018;2.533
Both genders;59 years old;2017;3.051
Both genders;59 years old;2016;2.299
Both genders;59 years old;2015;2.276
Both genders;59 years old;2014;2.503
Both genders;59 years old;2013;3.176
Both genders;59 years old;2012;2.408
Both genders;59 years old;2011;2.062
Both genders;59 years old;2010;2.050
Both genders;59 years old;2009;1.914
Both genders;59 years old;2008;1.423
Both genders;60 years old;2021;3.108
Both genders;60 years old;2020;1.991
Both genders;60 years old;2019;2.140
Both genders;60 years old;2018;2.506
Both genders;60 years old;2017;2.748
Both genders;60 years old;2016;2.165
Both genders;60 years old;2015;2.221
Both genders;60 years old;2014;2.128
Both genders;60 years old;2013;2.733
Both genders;60 years old;2012;2.060
Both genders;60 years old;2011;1.938
Both genders;60 years old;2010;2.046
Both genders;60 years old;2009;1.747
Both genders;60 years old;2008;1.403
Both genders;61 years old;2021;3.155
Both genders;61 years old;2020;1.893
Both genders;61 years old;2019;2.205
Both genders;61 years old;2018;2.243
Both genders;61 years old;2017;2.840
Both genders;61 years old;2016;1.981
Both genders;61 years old;2015;2.079
Both genders;61 years old;2014;2.125
Both genders;61 years old;2013;2.796
Both genders;61 years old;2012;2.026
Both genders;61 years old;2011;1.886
Both genders;61 years old;2010;1.811
Both genders;61 years old;2009;1.641
Both genders;61 years old;2008;1.271
Both genders;62 years old;2021;2.930
Both genders;62 years old;2020;1.816
Both genders;62 years old;2019;2.137
Both genders;62 years old;2018;2.159
Both genders;62 years old;2017;2.507
Both genders;62 years old;2016;2.021
Both genders;62 years old;2015;1.959
Both genders;62 years old;2014;1.969
Both genders;62 years old;2013;2.439
Both genders;62 years old;2012;1.842
Both genders;62 years old;2011;1.728
Both genders;62 years old;2010;1.756
Both genders;62 years old;2009;1.551
Both genders;62 years old;2008;1.065
Both genders;63 years old;2021;2.828
Both genders;63 years old;2020;1.738
Both genders;63 years old;2019;2.025
Both genders;63 years old;2018;2.122
Both genders;63 years old;2017;2.484
Both genders;63 years old;2016;1.812
Both genders;63 years old;2015;1.781
Both genders;63 years old;2014;1.878
Both genders;63 years old;2013;2.261
Both genders;63 years old;2012;1.771
Both genders;63 years old;2011;1.657
Both genders;63 years old;2010;1.553
Both genders;63 years old;2009;1.379
Both genders;63 years old;2008;1.007
Both genders;64 years old;2021;2.750
Both genders;64 years old;2020;1.710
Both genders;64 years old;2019;1.872
Both genders;64 years old;2018;1.955
Both genders;64 years old;2017;2.367
Both genders;64 years old;2016;1.763
Both genders;64 years old;2015;1.639
Both genders;64 years old;2014;1.855
Both genders;64 years old;2013;2.062
Both genders;64 years old;2012;1.511
Both genders;64 years old;2011;1.500
Both genders;64 years old;2010;1.461
Both genders;64 years old;2009;1.273
Both genders;64 years old;2008;991
Both genders;65 years old;2021;2.585
Both genders;65 years old;2020;1.596
Both genders;65 years old;2019;1.736
Both genders;65 years old;2018;1.901
Both genders;65 years old;2017;2.215
Both genders;65 years old;2016;1.759
Both genders;65 years old;2015;1.703
Both genders;65 years old;2014;1.874
Both genders;65 years old;2013;2.086
Both genders;65 years old;2012;1.559
Both genders;65 years old;2011;1.374
Both genders;65 years old;2010;1.280
Both genders;65 years old;2009;1.258
Both genders;65 years old;2008;921
Both genders;66 years old;2021;2.509
Both genders;66 years old;2020;1.530
Both genders;66 years old;2019;1.669
Both genders;66 years old;2018;1.848
Both genders;66 years old;2017;2.207
Both genders;66 years old;2016;1.741
Both genders;66 years old;2015;1.715
Both genders;66 years old;2014;1.745
Both genders;66 years old;2013;2.018
Both genders;66 years old;2012;1.359
Both genders;66 years old;2011;1.223
Both genders;66 years old;2010;1.382
Both genders;66 years old;2009;1.140
Both genders;66 years old;2008;877
Both genders;67 years old;2021;2.372
Both genders;67 years old;2020;1.567
Both genders;67 years old;2019;1.597
Both genders;67 years old;2018;1.792
Both genders;67 years old;2017;2.200
Both genders;67 years old;2016;1.662
Both genders;67 years old;2015;1.586
Both genders;67 years old;2014;1.776
Both genders;67 years old;2013;1.719
Both genders;67 years old;2012;1.217
Both genders;67 years old;2011;1.193
Both genders;67 years old;2010;1.200
Both genders;67 years old;2009;979
Both genders;67 years old;2008;868
Both genders;68 years old;2021;2.332
Both genders;68 years old;2020;1.553
Both genders;68 years old;2019;1.495
Both genders;68 years old;2018;1.732
Both genders;68 years old;2017;2.064
Both genders;68 years old;2016;1.668
Both genders;68 years old;2015;1.725
Both genders;68 years old;2014;1.473
Both genders;68 years old;2013;1.839
Both genders;68 years old;2012;1.124
Both genders;68 years old;2011;898
Both genders;68 years old;2010;1.145
Both genders;68 years old;2009;927
Both genders;68 years old;2008;833
Both genders;69 years old;2021;2.158
Both genders;69 years old;2020;1.361
Both genders;69 years old;2019;1.553
Both genders;69 years old;2018;1.696
Both genders;69 years old;2017;2.127
Both genders;69 years old;2016;1.776
Both genders;69 years old;2015;1.529
Both genders;69 years old;2014;1.303
Both genders;69 years old;2013;1.658
Both genders;69 years old;2012;1.136
Both genders;69 years old;2011;954
Both genders;69 years old;2010;965
Both genders;69 years old;2009;889
Both genders;69 years old;2008;711
Both genders;70 years old;2021;2.147
Both genders;70 years old;2020;1.423
Both genders;70 years old;2019;1.501
Both genders;70 years old;2018;1.663
Both genders;70 years old;2017;2.181
Both genders;70 years old;2016;1.391
Both genders;70 years old;2015;1.389
Both genders;70 years old;2014;1.388
Both genders;70 years old;2013;1.455
Both genders;70 years old;2012;885
Both genders;70 years old;2011;857
Both genders;70 years old;2010;978
Both genders;70 years old;2009;793
Both genders;70 years old;2008;702
Both genders;71 years old;2021;2.148
Both genders;71 years old;2020;1.332
Both genders;71 years old;2019;1.403
Both genders;71 years old;2018;1.656
Both genders;71 years old;2017;1.838
Both genders;71 years old;2016;1.342
Both genders;71 years old;2015;1.291
Both genders;71 years old;2014;1.247
Both genders;71 years old;2013;1.479
Both genders;71 years old;2012;980
Both genders;71 years old;2011;932
Both genders;71 years old;2010;893
Both genders;71 years old;2009;751
Both genders;71 years old;2008;686
Both genders;72 years old;2021;1.972
Both genders;72 years old;2020;1.343
Both genders;72 years old;2019;1.361
Both genders;72 years old;2018;1.529
Both genders;72 years old;2017;1.794
Both genders;72 years old;2016;1.265
Both genders;72 years old;2015;991
Both genders;72 years old;2014;1.056
Both genders;72 years old;2013;1.305
Both genders;72 years old;2012;868
Both genders;72 years old;2011;846
Both genders;72 years old;2010;854
Both genders;72 years old;2009;673
Both genders;72 years old;2008;575
Both genders;73 years old;2021;2.008
Both genders;73 years old;2020;1.253
Both genders;73 years old;2019;1.199
Both genders;73 years old;2018;1.375
Both genders;73 years old;2017;1.767
Both genders;73 years old;2016;1.161
Both genders;73 years old;2015;954
Both genders;73 years old;2014;964
Both genders;73 years old;2013;1.320
Both genders;73 years old;2012;791
Both genders;73 years old;2011;721
Both genders;73 years old;2010;730
Both genders;73 years old;2009;638
Both genders;73 years old;2008;600
Both genders;74 years old;2021;1.833
Both genders;74 years old;2020;1.044
Both genders;74 years old;2019;1.146
Both genders;74 years old;2018;1.385
Both genders;74 years old;2017;1.595
Both genders;74 years old;2016;1.058
Both genders;74 years old;2015;774
Both genders;74 years old;2014;946
Both genders;74 years old;2013;1.030
Both genders;74 years old;2012;722
Both genders;74 years old;2011;679
Both genders;74 years old;2010;756
Both genders;74 years old;2009;593
Both genders;74 years old;2008;494
Both genders;75 years old;2021;1.563
Both genders;75 years old;2020;977
Both genders;75 years old;2019;1.076
Both genders;75 years old;2018;1.229
Both genders;75 years old;2017;1.486
Both genders;75 years old;2016;926
Both genders;75 years old;2015;831
Both genders;75 years old;2014;784
Both genders;75 years old;2013;1.084
Both genders;75 years old;2012;647
Both genders;75 years old;2011;663
Both genders;75 years old;2010;658
Both genders;75 years old;2009;517
Both genders;75 years old;2008;427
Both genders;76 years old;2021;1.522
Both genders;76 years old;2020;969
Both genders;76 years old;2019;961
Both genders;76 years old;2018;1.155
Both genders;76 years old;2017;1.386
Both genders;76 years old;2016;989
Both genders;76 years old;2015;648
Both genders;76 years old;2014;763
Both genders;76 years old;2013;936
Both genders;76 years old;2012;620
Both genders;76 years old;2011;579
Both genders;76 years old;2010;597
Both genders;76 years old;2009;502
Both genders;76 years old;2008;406
Both genders;77 years old;2021;1.439
Both genders;77 years old;2020;845
Both genders;77 years old;2019;898
Both genders;77 years old;2018;1.084
Both genders;77 years old;2017;1.376
Both genders;77 years old;2016;740
Both genders;77 years old;2015;609
Both genders;77 years old;2014;659
Both genders;77 years old;2013;929
Both genders;77 years old;2012;507
Both genders;77 years old;2011;471
Both genders;77 years old;2010;478
Both genders;77 years old;2009;438
Both genders;77 years old;2008;344
Both genders;78 years old;2021;1.273
Both genders;78 years old;2020;809
Both genders;78 years old;2019;880
Both genders;78 years old;2018;1.087
Both genders;78 years old;2017;1.214
Both genders;78 years old;2016;775
Both genders;78 years old;2015;503
Both genders;78 years old;2014;616
Both genders;78 years old;2013;784
Both genders;78 years old;2012;486
Both genders;78 years old;2011;444
Both genders;78 years old;2010;441
Both genders;78 years old;2009;386
Both genders;78 years old;2008;323
Both genders;79 years old;2021;1.230
Both genders;79 years old;2020;725
Both genders;79 years old;2019;851
Both genders;79 years old;2018;940
Both genders;79 years old;2017;1.127
Both genders;79 years old;2016;588
Both genders;79 years old;2015;496
Both genders;79 years old;2014;517
Both genders;79 years old;2013;663
Both genders;79 years old;2012;404
Both genders;79 years old;2011;425
Both genders;79 years old;2010;406
Both genders;79 years old;2009;378
Both genders;79 years old;2008;310
Both genders;80 years old;2021;1.130
Both genders;80 years old;2020;713
Both genders;80 years old;2019;753
Both genders;80 years old;2018;855
Both genders;80 years old;2017;1.005
Both genders;80 years old;2016;655
Both genders;80 years old;2015;363
Both genders;80 years old;2014;438
Both genders;80 years old;2013;571
Both genders;80 years old;2012;412
Both genders;80 years old;2011;297
Both genders;80 years old;2010;393
Both genders;80 years old;2009;304
Both genders;80 years old;2008;228
Both genders;81 years old;2021;1.089
Both genders;81 years old;2020;618
Both genders;81 years old;2019;756
Both genders;81 years old;2018;769
Both genders;81 years old;2017;885
Both genders;81 years old;2016;498
Both genders;81 years old;2015;339
Both genders;81 years old;2014;351
Both genders;81 years old;2013;489
Both genders;81 years old;2012;310
Both genders;81 years old;2011;317
Both genders;81 years old;2010;336
Both genders;81 years old;2009;295
Both genders;81 years old;2008;232
Both genders;82 years old;2021;957
Both genders;82 years old;2020;564
Both genders;82 years old;2019;654
Both genders;82 years old;2018;704
Both genders;82 years old;2017;734
Both genders;82 years old;2016;387
Both genders;82 years old;2015;298
Both genders;82 years old;2014;324
Both genders;82 years old;2013;482
Both genders;82 years old;2012;321
Both genders;82 years old;2011;262
Both genders;82 years old;2010;268
Both genders;82 years old;2009;228
Both genders;82 years old;2008;167
Both genders;83 years old;2021;858
Both genders;83 years old;2020;493
Both genders;83 years old;2019;575
Both genders;83 years old;2018;600
Both genders;83 years old;2017;703
Both genders;83 years old;2016;349
Both genders;83 years old;2015;219
Both genders;83 years old;2014;285
Both genders;83 years old;2013;339
Both genders;83 years old;2012;222
Both genders;83 years old;2011;224
Both genders;83 years old;2010;250
Both genders;83 years old;2009;180
Both genders;83 years old;2008;165
Both genders;84 years old;2021;706
Both genders;84 years old;2020;428
Both genders;84 years old;2019;476
Both genders;84 years old;2018;538
Both genders;84 years old;2017;622
Both genders;84 years old;2016;239
Both genders;84 years old;2015;181
Both genders;84 years old;2014;276
Both genders;84 years old;2013;347
Both genders;84 years old;2012;221
Both genders;84 years old;2011;171
Both genders;84 years old;2010;215
Both genders;84 years old;2009;160
Both genders;84 years old;2008;134
Both genders;85 years old;2021;641
Both genders;85 years old;2020;395
Both genders;85 years old;2019;385
Both genders;85 years old;2018;455
Both genders;85 years old;2017;530
Both genders;85 years old;2016;251
Both genders;85 years old;2015;161
Both genders;85 years old;2014;219
Both genders;85 years old;2013;290
Both genders;85 years old;2012;194
Both genders;85 years old;2011;170
Both genders;85 years old;2010;193
Both genders;85 years old;2009;169
Both genders;85 years old;2008;109
Both genders;86 years old;2021;540
Both genders;86 years old;2020;321
Both genders;86 years old;2019;354
Both genders;86 years old;2018;445
Both genders;86 years old;2017;471
Both genders;86 years old;2016;209
Both genders;86 years old;2015;129
Both genders;86 years old;2014;195
Both genders;86 years old;2013;220
Both genders;86 years old;2012;140
Both genders;86 years old;2011;173
Both genders;86 years old;2010;169
Both genders;86 years old;2009;119
Both genders;86 years old;2008;96
Both genders;87 years old;2021;501
Both genders;87 years old;2020;301
Both genders;87 years old;2019;307
Both genders;87 years old;2018;407
Both genders;87 years old;2017;443
Both genders;87 years old;2016;165
Both genders;87 years old;2015;104
Both genders;87 years old;2014;143
Both genders;87 years old;2013;180
Both genders;87 years old;2012;114
Both genders;87 years old;2011;104
Both genders;87 years old;2010;98
Both genders;87 years old;2009;101
Both genders;87 years old;2008;82
Both genders;88 years old;2021;402
Both genders;88 years old;2020;251
Both genders;88 years old;2019;273
Both genders;88 years old;2018;313
Both genders;88 years old;2017;344
Both genders;88 years old;2016;129
Both genders;88 years old;2015;89
Both genders;88 years old;2014;119
Both genders;88 years old;2013;187
Both genders;88 years old;2012;101
Both genders;88 years old;2011;92
Both genders;88 years old;2010;97
Both genders;88 years old;2009;97
Both genders;88 years old;2008;50
Both genders;89 years old;2021;402
Both genders;89 years old;2020;205
Both genders;89 years old;2019;246
Both genders;89 years old;2018;274
Both genders;89 years old;2017;306
Both genders;89 years old;2016;91
Both genders;89 years old;2015;74
Both genders;89 years old;2014;98
Both genders;89 years old;2013;148
Both genders;89 years old;2012;68
Both genders;89 years old;2011;70
Both genders;89 years old;2010;84
Both genders;89 years old;2009;84
Both genders;89 years old;2008;53
Both genders;90 years old and over;2021;1.691
Both genders;90 years old and over;2020;997
Both genders;90 years old and over;2019;1.084
Both genders;90 years old and over;2018;1.371
Both genders;90 years old and over;2017;1.543
Both genders;90 years old and over;2016;316
Both genders;90 years old and over;2015;154
Both genders;90 years old and over;2014;344
Both genders;90 years old and over;2013;486
Both genders;90 years old and over;2012;255
Both genders;90 years old and over;2011;242
Both genders;90 years old and over;2010;300
Both genders;90 years old and over;2009;255
Both genders;90 years old and over;2008;196
Males;Total;2021;206.073
Males;Total;2020;133.623
Males;Total;2019;159.076
Males;Total;2018;167.137
Males;Total;2017;201.005
Males;Total;2016;179.820
Males;Total;2015;190.408
Males;Total;2014;222.784
Males;Total;2013;299.592
Males;Total;2012;260.039
Males;Total;2011;240.971
Males;Total;2010;238.195
Males;Total;2009;226.133
Males;Total;2008;169.456
Males;0 years old;2021;114
Males;0 years old;2020;114
Males;0 years old;2019;166
Males;0 years old;2018;203
Males;0 years old;2017;209
Males;0 years old;2016;532
Males;0 years old;2015;558
Males;0 years old;2014;872
Males;0 years old;2013;1.151
Males;0 years old;2012;1.179
Males;0 years old;2011;1.115
Males;0 years old;2010;1.363
Males;0 years old;2009;1.507
Males;0 years old;2008;1.244
Males;1 year old;2021;308
Males;1 year old;2020;316
Males;1 year old;2019;323
Males;1 year old;2018;386
Males;1 year old;2017;399
Males;1 year old;2016;1.097
Males;1 year old;2015;1.310
Males;1 year old;2014;1.785
Males;1 year old;2013;2.739
Males;1 year old;2012;2.373
Males;1 year old;2011;2.424
Males;1 year old;2010;2.197
Males;1 year old;2009;2.093
Males;1 year old;2008;1.404
Males;2 years old;2021;1.344
Males;2 years old;2020;930
Males;2 years old;2019;1.081
Males;2 years old;2018;1.225
Males;2 years old;2017;1.347
Males;2 years old;2016;1.398
Males;2 years old;2015;1.746
Males;2 years old;2014;2.094
Males;2 years old;2013;3.044
Males;2 years old;2012;2.607
Males;2 years old;2011;2.503
Males;2 years old;2010;2.253
Males;2 years old;2009;2.001
Males;2 years old;2008;1.366
Males;3 years old;2021;1.301
Males;3 years old;2020;851
Males;3 years old;2019;1.013
Males;3 years old;2018;1.050
Males;3 years old;2017;1.291
Males;3 years old;2016;1.538
Males;3 years old;2015;1.742
Males;3 years old;2014;2.004
Males;3 years old;2013;2.691
Males;3 years old;2012;2.393
Males;3 years old;2011;2.143
Males;3 years old;2010;1.767
Males;3 years old;2009;1.718
Males;3 years old;2008;1.193
Males;4 years old;2021;1.484
Males;4 years old;2020;957
Males;4 years old;2019;1.056
Males;4 years old;2018;1.241
Males;4 years old;2017;1.441
Males;4 years old;2016;1.772
Males;4 years old;2015;1.785
Males;4 years old;2014;2.120
Males;4 years old;2013;2.575
Males;4 years old;2012;2.105
Males;4 years old;2011;1.845
Males;4 years old;2010;1.883
Males;4 years old;2009;1.592
Males;4 years old;2008;1.138
Males;5 years old;2021;1.494
Males;5 years old;2020;994
Males;5 years old;2019;1.118
Males;5 years old;2018;1.306
Males;5 years old;2017;1.634
Males;5 years old;2016;1.924
Males;5 years old;2015;2.034
Males;5 years old;2014;2.147
Males;5 years old;2013;2.555
Males;5 years old;2012;1.921
Males;5 years old;2011;1.861
Males;5 years old;2010;1.833
Males;5 years old;2009;1.689
Males;5 years old;2008;1.248
Males;6 years old;2021;1.661
Males;6 years old;2020;1.207
Males;6 years old;2019;1.400
Males;6 years old;2018;1.660
Males;6 years old;2017;2.048
Males;6 years old;2016;1.903
Males;6 years old;2015;2.062
Males;6 years old;2014;2.005
Males;6 years old;2013;2.197
Males;6 years old;2012;1.764
Males;6 years old;2011;1.632
Males;6 years old;2010;1.662
Males;6 years old;2009;1.614
Males;6 years old;2008;1.187
Males;7 years old;2021;1.519
Males;7 years old;2020;1.082
Males;7 years old;2019;1.299
Males;7 years old;2018;1.532
Males;7 years old;2017;1.857
Males;7 years old;2016;1.780
Males;7 years old;2015;1.772
Males;7 years old;2014;1.684
Males;7 years old;2013;1.929
Males;7 years old;2012;1.820
Males;7 years old;2011;1.643
Males;7 years old;2010;1.525
Males;7 years old;2009;1.450
Males;7 years old;2008;1.143
Males;8 years old;2021;1.390
Males;8 years old;2020;1.090
Males;8 years old;2019;1.238
Males;8 years old;2018;1.430
Males;8 years old;2017;1.810
Males;8 years old;2016;1.702
Males;8 years old;2015;1.512
Males;8 years old;2014;1.646
Males;8 years old;2013;2.000
Males;8 years old;2012;1.720
Males;8 years old;2011;1.447
Males;8 years old;2010;1.519
Males;8 years old;2009;1.542
Males;8 years old;2008;1.137
Males;9 years old;2021;1.470
Males;9 years old;2020;1.099
Males;9 years old;2019;1.270
Males;9 years old;2018;1.373
Males;9 years old;2017;1.711
Males;9 years old;2016;1.392
Males;9 years old;2015;1.451
Males;9 years old;2014;1.699
Males;9 years old;2013;2.035
Males;9 years old;2012;1.698
Males;9 years old;2011;1.502
Males;9 years old;2010;1.496
Males;9 years old;2009;1.487
Males;9 years old;2008;1.063
Males;10 years old;2021;1.571
Males;10 years old;2020;1.111
Males;10 years old;2019;1.255
Males;10 years old;2018;1.428
Males;10 years old;2017;1.637
Males;10 years old;2016;1.415
Males;10 years old;2015;1.469
Males;10 years old;2014;1.773
Males;10 years old;2013;2.069
Males;10 years old;2012;1.777
Males;10 years old;2011;1.583
Males;10 years old;2010;1.664
Males;10 years old;2009;1.354
Males;10 years old;2008;1.158
Males;11 years old;2021;1.681
Males;11 years old;2020;1.216
Males;11 years old;2019;1.344
Males;11 years old;2018;1.433
Males;11 years old;2017;1.629
Males;11 years old;2016;1.464
Males;11 years old;2015;1.635
Males;11 years old;2014;1.723
Males;11 years old;2013;1.914
Males;11 years old;2012;1.752
Males;11 years old;2011;1.576
Males;11 years old;2010;1.523
Males;11 years old;2009;1.474
Males;11 years old;2008;1.072
Males;12 years old;2021;1.728
Males;12 years old;2020;1.106
Males;12 years old;2019;1.174
Males;12 years old;2018;1.281
Males;12 years old;2017;1.584
Males;12 years old;2016;1.394
Males;12 years old;2015;1.430
Males;12 years old;2014;1.622
Males;12 years old;2013;2.074
Males;12 years old;2012;1.834
Males;12 years old;2011;1.495
Males;12 years old;2010;1.463
Males;12 years old;2009;1.424
Males;12 years old;2008;1.069
Males;13 years old;2021;1.486
Males;13 years old;2020;1.015
Males;13 years old;2019;1.131
Males;13 years old;2018;1.215
Males;13 years old;2017;1.466
Males;13 years old;2016;1.293
Males;13 years old;2015;1.353
Males;13 years old;2014;1.596
Males;13 years old;2013;2.095
Males;13 years old;2012;1.675
Males;13 years old;2011;1.606
Males;13 years old;2010;1.447
Males;13 years old;2009;1.393
Males;13 years old;2008;1.041
Males;14 years old;2021;1.409
Males;14 years old;2020;1.011
Males;14 years old;2019;1.069
Males;14 years old;2018;1.220
Males;14 years old;2017;1.404
Males;14 years old;2016;1.266
Males;14 years old;2015;1.405
Males;14 years old;2014;1.695
Males;14 years old;2013;2.095
Males;14 years old;2012;1.697
Males;14 years old;2011;1.561
Males;14 years old;2010;1.509
Males;14 years old;2009;1.313
Males;14 years old;2008;1.057
Males;15 years old;2021;1.445
Males;15 years old;2020;957
Males;15 years old;2019;1.098
Males;15 years old;2018;1.270
Males;15 years old;2017;1.446
Males;15 years old;2016;1.249
Males;15 years old;2015;1.408
Males;15 years old;2014;1.694
Males;15 years old;2013;2.149
Males;15 years old;2012;1.635
Males;15 years old;2011;1.501
Males;15 years old;2010;1.498
Males;15 years old;2009;1.409
Males;15 years old;2008;997
Males;16 years old;2021;1.458
Males;16 years old;2020;1.011
Males;16 years old;2019;1.111
Males;16 years old;2018;1.234
Males;16 years old;2017;1.473
Males;16 years old;2016;1.304
Males;16 years old;2015;1.358
Males;16 years old;2014;1.649
Males;16 years old;2013;2.148
Males;16 years old;2012;1.782
Males;16 years old;2011;1.535
Males;16 years old;2010;1.407
Males;16 years old;2009;1.285
Males;16 years old;2008;1.038
Males;17 years old;2021;1.382
Males;17 years old;2020;1.006
Males;17 years old;2019;1.139
Males;17 years old;2018;1.186
Males;17 years old;2017;1.483
Males;17 years old;2016;1.308
Males;17 years old;2015;1.376
Males;17 years old;2014;1.705
Males;17 years old;2013;2.183
Males;17 years old;2012;1.676
Males;17 years old;2011;1.469
Males;17 years old;2010;1.527
Males;17 years old;2009;1.442
Males;17 years old;2008;1.026
Males;18 years old;2021;1.630
Males;18 years old;2020;1.105
Males;18 years old;2019;1.273
Males;18 years old;2018;1.321
Males;18 years old;2017;1.525
Males;18 years old;2016;1.588
Males;18 years old;2015;1.567
Males;18 years old;2014;1.973
Males;18 years old;2013;2.783
Males;18 years old;2012;2.122
Males;18 years old;2011;2.041
Males;18 years old;2010;1.902
Males;18 years old;2009;1.666
Males;18 years old;2008;1.441
Males;19 years old;2021;1.866
Males;19 years old;2020;1.299
Males;19 years old;2019;1.451
Males;19 years old;2018;1.425
Males;19 years old;2017;1.666
Males;19 years old;2016;1.606
Males;19 years old;2015;1.788
Males;19 years old;2014;1.974
Males;19 years old;2013;3.165
Males;19 years old;2012;2.554
Males;19 years old;2011;2.455
Males;19 years old;2010;2.319
Males;19 years old;2009;2.266
Males;19 years old;2008;1.817
Males;20 years old;2021;2.437
Males;20 years old;2020;1.573
Males;20 years old;2019;1.689
Males;20 years old;2018;1.719
Males;20 years old;2017;1.839
Males;20 years old;2016;2.008
Males;20 years old;2015;2.011
Males;20 years old;2014;2.244
Males;20 years old;2013;3.458
Males;20 years old;2012;3.083
Males;20 years old;2011;2.782
Males;20 years old;2010;2.667
Males;20 years old;2009;2.986
Males;20 years old;2008;2.402
Males;21 years old;2021;2.799
Males;21 years old;2020;1.661
Males;21 years old;2019;1.952
Males;21 years old;2018;1.922
Males;21 years old;2017;2.113
Males;21 years old;2016;2.127
Males;21 years old;2015;2.232
Males;21 years old;2014;2.696
Males;21 years old;2013;3.869
Males;21 years old;2012;3.347
Males;21 years old;2011;3.427
Males;21 years old;2010;3.384
Males;21 years old;2009;3.988
Males;21 years old;2008;3.124
Males;22 years old;2021;2.994
Males;22 years old;2020;1.882
Males;22 years old;2019;2.176
Males;22 years old;2018;2.114
Males;22 years old;2017;2.385
Males;22 years old;2016;2.306
Males;22 years old;2015;2.456
Males;22 years old;2014;3.062
Males;22 years old;2013;4.336
Males;22 years old;2012;4.030
Males;22 years old;2011;4.070
Males;22 years old;2010;4.533
Males;22 years old;2009;4.554
Males;22 years old;2008;3.498
Males;23 years old;2021;3.264
Males;23 years old;2020;2.168
Males;23 years old;2019;2.515
Males;23 years old;2018;2.443
Males;23 years old;2017;2.662
Males;23 years old;2016;2.707
Males;23 years old;2015;2.864
Males;23 years old;2014;3.498
Males;23 years old;2013;5.122
Males;23 years old;2012;4.797
Males;23 years old;2011;4.514
Males;23 years old;2010;5.231
Males;23 years old;2009;5.203
Males;23 years old;2008;4.131
Males;24 years old;2021;3.810
Males;24 years old;2020;2.501
Males;24 years old;2019;2.800
Males;24 years old;2018;2.712
Males;24 years old;2017;3.202
Males;24 years old;2016;3.054
Males;24 years old;2015;3.277
Males;24 years old;2014;4.327
Males;24 years old;2013;6.057
Males;24 years old;2012;5.584
Males;24 years old;2011;5.426
Males;24 years old;2010;5.764
Males;24 years old;2009;6.005
Males;24 years old;2008;4.437
Males;25 years old;2021;4.236
Males;25 years old;2020;2.644
Males;25 years old;2019;3.254
Males;25 years old;2018;3.075
Males;25 years old;2017;3.581
Males;25 years old;2016;3.390
Males;25 years old;2015;3.818
Males;25 years old;2014;4.626
Males;25 years old;2013;7.042
Males;25 years old;2012;6.435
Males;25 years old;2011;6.153
Males;25 years old;2010;6.713
Males;25 years old;2009;6.618
Males;25 years old;2008;5.207
Males;26 years old;2021;4.559
Males;26 years old;2020;2.804
Males;26 years old;2019;3.602
Males;26 years old;2018;3.411
Males;26 years old;2017;3.841
Males;26 years old;2016;3.849
Males;26 years old;2015;4.235
Males;26 years old;2014;5.393
Males;26 years old;2013;7.582
Males;26 years old;2012;7.180
Males;26 years old;2011;7.135
Males;26 years old;2010;7.445
Males;26 years old;2009;7.201
Males;26 years old;2008;5.747
Males;27 years old;2021;4.821
Males;27 years old;2020;3.041
Males;27 years old;2019;3.799
Males;27 years old;2018;3.553
Males;27 years old;2017;4.255
Males;27 years old;2016;4.089
Males;27 years old;2015;4.707
Males;27 years old;2014;5.600
Males;27 years old;2013;8.394
Males;27 years old;2012;7.735
Males;27 years old;2011;7.438
Males;27 years old;2010;7.657
Males;27 years old;2009;7.806
Males;27 years old;2008;6.064
Males;28 years old;2021;5.049
Males;28 years old;2020;3.206
Males;28 years old;2019;4.027
Males;28 years old;2018;3.883
Males;28 years old;2017;4.614
Males;28 years old;2016;4.357
Males;28 years old;2015;5.174
Males;28 years old;2014;6.330
Males;28 years old;2013;8.903
Males;28 years old;2012;8.233
Males;28 years old;2011;8.173
Males;28 years old;2010;8.640
Males;28 years old;2009;8.440
Males;28 years old;2008;6.400
Males;29 years old;2021;5.104
Males;29 years old;2020;3.379
Males;29 years old;2019;4.156
Males;29 years old;2018;3.953
Males;29 years old;2017;4.742
Males;29 years old;2016;4.587
Males;29 years old;2015;5.059
Males;29 years old;2014;6.554
Males;29 years old;2013;9.673
Males;29 years old;2012;8.762
Males;29 years old;2011;8.763
Males;29 years old;2010;8.812
Males;29 years old;2009;8.747
Males;29 years old;2008;6.484
Males;30 years old;2021;5.038
Males;30 years old;2020;3.367
Males;30 years old;2019;4.273
Males;30 years old;2018;3.944
Males;30 years old;2017;4.825
