Sex;Age;Periodo;Total
Males;30 years old;2016;4.600
Males;30 years old;2015;5.309
Males;30 years old;2014;6.740
Males;30 years old;2013;10.150
Males;30 years old;2012;9.871
Males;30 years old;2011;8.912
Males;30 years old;2010;9.036
Males;30 years old;2009;8.619
Males;30 years old;2008;6.483
Males;31 years old;2021;5.306
Males;31 years old;2020;3.330
Males;31 years old;2019;4.319
Males;31 years old;2018;4.151
Males;31 years old;2017;4.978
Males;31 years old;2016;4.794
Males;31 years old;2015;5.633
Males;31 years old;2014;6.749
Males;31 years old;2013;10.506
Males;31 years old;2012;9.174
Males;31 years old;2011;9.074
Males;31 years old;2010;8.770
Males;31 years old;2009;8.425
Males;31 years old;2008;6.378
Males;32 years old;2021;5.273
Males;32 years old;2020;3.301
Males;32 years old;2019;4.218
Males;32 years old;2018;4.074
Males;32 years old;2017;5.059
Males;32 years old;2016;4.846
Males;32 years old;2015;5.513
Males;32 years old;2014;7.296
Males;32 years old;2013;10.408
Males;32 years old;2012;9.685
Males;32 years old;2011;9.087
Males;32 years old;2010;8.858
Males;32 years old;2009;8.223
Males;32 years old;2008;5.858
Males;33 years old;2021;5.273
Males;33 years old;2020;3.187
Males;33 years old;2019;4.173
Males;33 years old;2018;4.116
Males;33 years old;2017;5.181
Males;33 years old;2016;4.861
Males;33 years old;2015;5.990
Males;33 years old;2014;7.134
Males;33 years old;2013;10.605
Males;33 years old;2012;9.303
Males;33 years old;2011;8.601
Males;33 years old;2010;8.281
Males;33 years old;2009;7.756
Males;33 years old;2008;5.726
Males;34 years old;2021;5.115
Males;34 years old;2020;3.058
Males;34 years old;2019;4.031
Males;34 years old;2018;4.153
Males;34 years old;2017;5.207
Males;34 years old;2016;5.326
Males;34 years old;2015;5.715
Males;34 years old;2014;6.972
Males;34 years old;2013;9.995
Males;34 years old;2012;9.127
Males;34 years old;2011;7.969
Males;34 years old;2010;8.003
Males;34 years old;2009;7.232
Males;34 years old;2008;5.364
Males;35 years old;2021;4.755
Males;35 years old;2020;3.085
Males;35 years old;2019;3.748
Males;35 years old;2018;3.956
Males;35 years old;2017;5.261
Males;35 years old;2016;4.857
Males;35 years old;2015;5.848
Males;35 years old;2014;6.888
Males;35 years old;2013;9.403
Males;35 years old;2012;8.271
Males;35 years old;2011;7.810
Males;35 years old;2010;7.356
Males;35 years old;2009;6.885
Males;35 years old;2008;5.118
Males;36 years old;2021;4.747
Males;36 years old;2020;3.034
Males;36 years old;2019;3.827
Males;36 years old;2018;4.078
Males;36 years old;2017;5.242
Males;36 years old;2016;5.057
Males;36 years old;2015;5.492
Males;36 years old;2014;6.736
Males;36 years old;2013;9.098
Males;36 years old;2012;8.095
Males;36 years old;2011;7.258
Males;36 years old;2010;7.056
Males;36 years old;2009;6.281
Males;36 years old;2008;4.813
Males;37 years old;2021;4.561
Males;37 years old;2020;2.901
Males;37 years old;2019;3.840
Males;37 years old;2018;4.057
Males;37 years old;2017;5.379
Males;37 years old;2016;4.955
Males;37 years old;2015;5.521
Males;37 years old;2014;6.614
Males;37 years old;2013;8.745
Males;37 years old;2012;7.693
Males;37 years old;2011;7.096
Males;37 years old;2010;6.582
Males;37 years old;2009;6.230
Males;37 years old;2008;4.666
Males;38 years old;2021;4.510
Males;38 years old;2020;3.005
Males;38 years old;2019;3.917
Males;38 years old;2018;4.172
Males;38 years old;2017;5.369
Males;38 years old;2016;4.989
Males;38 years old;2015;5.213
Males;38 years old;2014;6.232
Males;38 years old;2013;8.321
Males;38 years old;2012;6.997
Males;38 years old;2011;6.411
Males;38 years old;2010;5.868
Males;38 years old;2009;5.755
Males;38 years old;2008;4.377
Males;39 years old;2021;4.565
Males;39 years old;2020;3.126
Males;39 years old;2019;3.937
Males;39 years old;2018;4.201
Males;39 years old;2017;5.082
Males;39 years old;2016;4.806
Males;39 years old;2015;4.873
Males;39 years old;2014;5.978
Males;39 years old;2013;7.686
Males;39 years old;2012;6.536
Males;39 years old;2011;6.118
Males;39 years old;2010;5.770
Males;39 years old;2009;5.683
Males;39 years old;2008;3.961
Males;40 years old;2021;4.629
Males;40 years old;2020;3.144
Males;40 years old;2019;3.854
Males;40 years old;2018;4.087
Males;40 years old;2017;5.028
Males;40 years old;2016;4.469
Males;40 years old;2015;5.020
Males;40 years old;2014;5.411
Males;40 years old;2013;6.938
Males;40 years old;2012;6.487
Males;40 years old;2011;5.787
Males;40 years old;2010;5.609
Males;40 years old;2009;5.237
Males;40 years old;2008;3.962
Males;41 years old;2021;4.596
Males;41 years old;2020;3.150
Males;41 years old;2019;3.816
Males;41 years old;2018;4.068
Males;41 years old;2017;4.868
Males;41 years old;2016;4.282
Males;41 years old;2015;4.622
Males;41 years old;2014;5.388
Males;41 years old;2013;7.013
Males;41 years old;2012;5.924
Males;41 years old;2011;5.503
Males;41 years old;2010;4.900
Males;41 years old;2009;4.909
Males;41 years old;2008;3.228
Males;42 years old;2021;4.618
Males;42 years old;2020;2.859
Males;42 years old;2019;3.716
Males;42 years old;2018;3.981
Males;42 years old;2017;4.706
Males;42 years old;2016;4.077
Males;42 years old;2015;4.294
Males;42 years old;2014;4.869
Males;42 years old;2013;6.690
Males;42 years old;2012;5.660
Males;42 years old;2011;5.112
Males;42 years old;2010;5.049
Males;42 years old;2009;4.238
Males;42 years old;2008;3.091
Males;43 years old;2021;4.587
Males;43 years old;2020;2.958
Males;43 years old;2019;3.497
Males;43 years old;2018;3.789
Males;43 years old;2017;4.533
Males;43 years old;2016;3.893
Males;43 years old;2015;4.073
Males;43 years old;2014;4.550
Males;43 years old;2013;5.897
Males;43 years old;2012;5.196
Males;43 years old;2011;4.840
Males;43 years old;2010;4.320
Males;43 years old;2009;3.941
Males;43 years old;2008;2.963
Males;44 years old;2021;4.265
Males;44 years old;2020;2.802
Males;44 years old;2019;3.461
Males;44 years old;2018;3.575
Males;44 years old;2017;4.169
Males;44 years old;2016;3.712
Males;44 years old;2015;3.701
Males;44 years old;2014;4.316
Males;44 years old;2013;5.689
Males;44 years old;2012;5.013
Males;44 years old;2011;4.168
Males;44 years old;2010;4.095
Males;44 years old;2009;3.640
Males;44 years old;2008;2.798
Males;45 years old;2021;4.091
Males;45 years old;2020;2.655
Males;45 years old;2019;3.115
Males;45 years old;2018;3.306
Males;45 years old;2017;4.049
Males;45 years old;2016;3.537
Males;45 years old;2015;3.647
Males;45 years old;2014;3.960
Males;45 years old;2013;5.352
Males;45 years old;2012;4.121
Males;45 years old;2011;3.809
Males;45 years old;2010;3.733
Males;45 years old;2009;3.519
Males;45 years old;2008;2.521
Males;46 years old;2021;3.910
Males;46 years old;2020;2.581
Males;46 years old;2019;2.911
Males;46 years old;2018;3.220
Males;46 years old;2017;3.730
Males;46 years old;2016;3.196
Males;46 years old;2015;3.446
Males;46 years old;2014;3.643
Males;46 years old;2013;4.424
Males;46 years old;2012;4.094
Males;46 years old;2011;3.713
Males;46 years old;2010;3.590
Males;46 years old;2009;3.174
Males;46 years old;2008;2.266
Males;47 years old;2021;3.604
Males;47 years old;2020;2.302
Males;47 years old;2019;2.799
Males;47 years old;2018;3.027
Males;47 years old;2017;3.652
Males;47 years old;2016;2.958
Males;47 years old;2015;3.134
Males;47 years old;2014;3.412
Males;47 years old;2013;4.205
Males;47 years old;2012;3.760
Males;47 years old;2011;3.389
Males;47 years old;2010;3.119
Males;47 years old;2009;2.904
Males;47 years old;2008;2.025
Males;48 years old;2021;3.531
Males;48 years old;2020;2.290
Males;48 years old;2019;2.636
Males;48 years old;2018;2.894
Males;48 years old;2017;3.383
Males;48 years old;2016;2.968
Males;48 years old;2015;2.605
Males;48 years old;2014;2.965
Males;48 years old;2013;4.165
Males;48 years old;2012;3.282
Males;48 years old;2011;2.924
Males;48 years old;2010;2.817
Males;48 years old;2009;2.713
Males;48 years old;2008;2.047
Males;49 years old;2021;3.243
Males;49 years old;2020;2.164
Males;49 years old;2019;2.592
Males;49 years old;2018;2.715
Males;49 years old;2017;3.439
Males;49 years old;2016;2.481
Males;49 years old;2015;2.487
Males;49 years old;2014;2.916
Males;49 years old;2013;3.568
Males;49 years old;2012;3.047
Males;49 years old;2011;2.875
Males;49 years old;2010;2.644
Males;49 years old;2009;2.636
Males;49 years old;2008;1.826
Males;50 years old;2021;3.151
Males;50 years old;2020;1.996
Males;50 years old;2019;2.368
Males;50 years old;2018;2.692
Males;50 years old;2017;2.910
Males;50 years old;2016;2.383
Males;50 years old;2015;2.426
Males;50 years old;2014;2.822
Males;50 years old;2013;3.546
Males;50 years old;2012;2.821
Males;50 years old;2011;2.602
Males;50 years old;2010;2.575
Males;50 years old;2009;2.346
Males;50 years old;2008;1.706
Males;51 years old;2021;3.081
Males;51 years old;2020;1.955
Males;51 years old;2019;2.329
Males;51 years old;2018;2.310
Males;51 years old;2017;2.729
Males;51 years old;2016;2.167
Males;51 years old;2015;2.195
Males;51 years old;2014;2.416
Males;51 years old;2013;3.007
Males;51 years old;2012;2.632
Males;51 years old;2011;2.377
Males;51 years old;2010;2.231
Males;51 years old;2009;2.040
Males;51 years old;2008;1.571
Males;52 years old;2021;2.869
Males;52 years old;2020;1.847
Males;52 years old;2019;1.987
Males;52 years old;2018;2.272
Males;52 years old;2017;2.604
Males;52 years old;2016;2.058
Males;52 years old;2015;1.967
Males;52 years old;2014;2.322
Males;52 years old;2013;2.737
Males;52 years old;2012;2.397
Males;52 years old;2011;2.066
Males;52 years old;2010;2.108
Males;52 years old;2009;1.934
Males;52 years old;2008;1.449
Males;53 years old;2021;2.655
Males;53 years old;2020;1.645
Males;53 years old;2019;1.951
Males;53 years old;2018;2.107
Males;53 years old;2017;2.387
Males;53 years old;2016;2.025
Males;53 years old;2015;1.950
Males;53 years old;2014;2.143
Males;53 years old;2013;2.853
Males;53 years old;2012;2.219
Males;53 years old;2011;1.980
Males;53 years old;2010;1.867
Males;53 years old;2009;1.721
Males;53 years old;2008;1.206
Males;54 years old;2021;2.425
Males;54 years old;2020;1.494
Males;54 years old;2019;1.812
Males;54 years old;2018;1.964
Males;54 years old;2017;2.257
Males;54 years old;2016;1.847
Males;54 years old;2015;1.721
Males;54 years old;2014;1.934
Males;54 years old;2013;2.487
Males;54 years old;2012;1.949
Males;54 years old;2011;1.739
Males;54 years old;2010;1.823
Males;54 years old;2009;1.570
Males;54 years old;2008;1.165
Males;55 years old;2021;2.228
Males;55 years old;2020;1.498
Males;55 years old;2019;1.647
Males;55 years old;2018;1.786
Males;55 years old;2017;2.165
Males;55 years old;2016;1.628
Males;55 years old;2015;1.604
Males;55 years old;2014;1.924
Males;55 years old;2013;2.196
Males;55 years old;2012;1.855
Males;55 years old;2011;1.631
Males;55 years old;2010;1.608
Males;55 years old;2009;1.437
Males;55 years old;2008;1.021
Males;56 years old;2021;2.151
Males;56 years old;2020;1.342
Males;56 years old;2019;1.520
Males;56 years old;2018;1.656
Males;56 years old;2017;1.916
Males;56 years old;2016;1.537
Males;56 years old;2015;1.563
Males;56 years old;2014;1.841
Males;56 years old;2013;1.877
Males;56 years old;2012;1.749
Males;56 years old;2011;1.407
Males;56 years old;2010;1.422
Males;56 years old;2009;1.320
Males;56 years old;2008;977
Males;57 years old;2021;1.940
Males;57 years old;2020;1.284
Males;57 years old;2019;1.399
Males;57 years old;2018;1.564
Males;57 years old;2017;1.854
Males;57 years old;2016;1.368
Males;57 years old;2015;1.348
Males;57 years old;2014;1.509
Males;57 years old;2013;1.808
Males;57 years old;2012;1.415
Males;57 years old;2011;1.257
Males;57 years old;2010;1.272
Males;57 years old;2009;1.205
Males;57 years old;2008;818
Males;58 years old;2021;1.787
Males;58 years old;2020;1.158
Males;58 years old;2019;1.323
Males;58 years old;2018;1.420
Males;58 years old;2017;1.731
Males;58 years old;2016;1.348
Males;58 years old;2015;1.317
Males;58 years old;2014;1.351
Males;58 years old;2013;1.586
Males;58 years old;2012;1.317
Males;58 years old;2011;1.101
Males;58 years old;2010;1.182
Males;58 years old;2009;1.007
Males;58 years old;2008;740
Males;59 years old;2021;1.756
Males;59 years old;2020;1.026
Males;59 years old;2019;1.208
Males;59 years old;2018;1.337
Males;59 years old;2017;1.616
Males;59 years old;2016;1.205
Males;59 years old;2015;1.204
Males;59 years old;2014;1.272
Males;59 years old;2013;1.510
Males;59 years old;2012;1.339
Males;59 years old;2011;994
Males;59 years old;2010;1.026
Males;59 years old;2009;935
Males;59 years old;2008;675
Males;60 years old;2021;1.616
Males;60 years old;2020;1.012
Males;60 years old;2019;1.101
Males;60 years old;2018;1.296
Males;60 years old;2017;1.444
Males;60 years old;2016;1.157
Males;60 years old;2015;1.111
Males;60 years old;2014;1.091
Males;60 years old;2013;1.393
Males;60 years old;2012;1.050
Males;60 years old;2011;1.002
Males;60 years old;2010;1.026
Males;60 years old;2009;878
Males;60 years old;2008;627
Males;61 years old;2021;1.604
Males;61 years old;2020;960
Males;61 years old;2019;1.095
Males;61 years old;2018;1.140
Males;61 years old;2017;1.463
Males;61 years old;2016;946
Males;61 years old;2015;1.070
Males;61 years old;2014;1.000
Males;61 years old;2013;1.308
Males;61 years old;2012;991
Males;61 years old;2011;923
Males;61 years old;2010;908
Males;61 years old;2009;822
Males;61 years old;2008;578
Males;62 years old;2021;1.417
Males;62 years old;2020;893
Males;62 years old;2019;1.029
Males;62 years old;2018;1.056
Males;62 years old;2017;1.281
Males;62 years old;2016;980
Males;62 years old;2015;975
Males;62 years old;2014;928
Males;62 years old;2013;1.139
Males;62 years old;2012;936
Males;62 years old;2011;784
Males;62 years old;2010;824
Males;62 years old;2009;755
Males;62 years old;2008;477
Males;63 years old;2021;1.340
Males;63 years old;2020;843
Males;63 years old;2019;1.006
Males;63 years old;2018;1.066
Males;63 years old;2017;1.249
Males;63 years old;2016;906
Males;63 years old;2015;883
Males;63 years old;2014;918
Males;63 years old;2013;1.091
Males;63 years old;2012;857
Males;63 years old;2011;786
Males;63 years old;2010;719
Males;63 years old;2009;608
Males;63 years old;2008;472
Males;64 years old;2021;1.300
Males;64 years old;2020;876
Males;64 years old;2019;884
Males;64 years old;2018;931
Males;64 years old;2017;1.205
Males;64 years old;2016;882
Males;64 years old;2015;858
Males;64 years old;2014;901
Males;64 years old;2013;948
Males;64 years old;2012;639
Males;64 years old;2011;674
Males;64 years old;2010;644
Males;64 years old;2009;583
Males;64 years old;2008;452
Males;65 years old;2021;1.216
Males;65 years old;2020;762
Males;65 years old;2019;799
Males;65 years old;2018;920
Males;65 years old;2017;1.090
Males;65 years old;2016;850
Males;65 years old;2015;814
Males;65 years old;2014;930
Males;65 years old;2013;945
Males;65 years old;2012;731
Males;65 years old;2011;664
Males;65 years old;2010;603
Males;65 years old;2009;574
Males;65 years old;2008;438
Males;66 years old;2021;1.153
Males;66 years old;2020;719
Males;66 years old;2019;808
Males;66 years old;2018;906
Males;66 years old;2017;1.131
Males;66 years old;2016;854
Males;66 years old;2015;861
Males;66 years old;2014;814
Males;66 years old;2013;895
Males;66 years old;2012;611
Males;66 years old;2011;563
Males;66 years old;2010;632
Males;66 years old;2009;488
Males;66 years old;2008;436
Males;67 years old;2021;1.087
Males;67 years old;2020;739
Males;67 years old;2019;735
Males;67 years old;2018;842
Males;67 years old;2017;1.049
Males;67 years old;2016;810
Males;67 years old;2015;795
Males;67 years old;2014;849
Males;67 years old;2013;809
Males;67 years old;2012;517
Males;67 years old;2011;496
Males;67 years old;2010;551
Males;67 years old;2009;457
Males;67 years old;2008;379
Males;68 years old;2021;1.072
Males;68 years old;2020;726
Males;68 years old;2019;737
Males;68 years old;2018;784
Males;68 years old;2017;969
Males;68 years old;2016;842
Males;68 years old;2015;854
Males;68 years old;2014;731
Males;68 years old;2013;795
Males;68 years old;2012;543
Males;68 years old;2011;403
Males;68 years old;2010;543
Males;68 years old;2009;395
Males;68 years old;2008;380
Males;69 years old;2021;1.004
Males;69 years old;2020;626
Males;69 years old;2019;696
Males;69 years old;2018;790
Males;69 years old;2017;1.016
Males;69 years old;2016;854
Males;69 years old;2015;760
Males;69 years old;2014;590
Males;69 years old;2013;706
Males;69 years old;2012;549
Males;69 years old;2011;417
Males;69 years old;2010;436
Males;69 years old;2009;427
Males;69 years old;2008;316
Males;70 years old;2021;1.018
Males;70 years old;2020;678
Males;70 years old;2019;682
Males;70 years old;2018;779
Males;70 years old;2017;1.058
Males;70 years old;2016;702
Males;70 years old;2015;713
Males;70 years old;2014;696
Males;70 years old;2013;665
Males;70 years old;2012;409
Males;70 years old;2011;360
Males;70 years old;2010;475
Males;70 years old;2009;377
Males;70 years old;2008;285
Males;71 years old;2021;1.002
Males;71 years old;2020;620
Males;71 years old;2019;626
Males;71 years old;2018;827
Males;71 years old;2017;889
Males;71 years old;2016;678
Males;71 years old;2015;659
Males;71 years old;2014;628
Males;71 years old;2013;639
Males;71 years old;2012;461
Males;71 years old;2011;425
Males;71 years old;2010;396
Males;71 years old;2009;324
Males;71 years old;2008;305
Males;72 years old;2021;914
Males;72 years old;2020;626
Males;72 years old;2019;624
Males;72 years old;2018;705
Males;72 years old;2017;861
Males;72 years old;2016;656
Males;72 years old;2015;524
Males;72 years old;2014;535
Males;72 years old;2013;597
Males;72 years old;2012;398
Males;72 years old;2011;346
Males;72 years old;2010;376
Males;72 years old;2009;300
Males;72 years old;2008;283
Males;73 years old;2021;921
Males;73 years old;2020;584
Males;73 years old;2019;553
Males;73 years old;2018;644
Males;73 years old;2017;902
Males;73 years old;2016;610
Males;73 years old;2015;470
Males;73 years old;2014;530
Males;73 years old;2013;638
Males;73 years old;2012;376
Males;73 years old;2011;337
Males;73 years old;2010;314
Males;73 years old;2009;268
Males;73 years old;2008;245
Males;74 years old;2021;815
Males;74 years old;2020;505
Males;74 years old;2019;538
Males;74 years old;2018;655
Males;74 years old;2017;769
Males;74 years old;2016;536
Males;74 years old;2015;393
Males;74 years old;2014;491
Males;74 years old;2013;511
Males;74 years old;2012;356
Males;74 years old;2011;310
Males;74 years old;2010;333
Males;74 years old;2009;278
Males;74 years old;2008;218
Males;75 years old;2021;699
Males;75 years old;2020;443
Males;75 years old;2019;503
Males;75 years old;2018;589
Males;75 years old;2017;733
Males;75 years old;2016;509
Males;75 years old;2015;422
Males;75 years old;2014;435
Males;75 years old;2013;575
Males;75 years old;2012;293
Males;75 years old;2011;315
Males;75 years old;2010;322
Males;75 years old;2009;212
Males;75 years old;2008;171
Males;76 years old;2021;709
Males;76 years old;2020;482
Males;76 years old;2019;437
Males;76 years old;2018;567
Males;76 years old;2017;652
Males;76 years old;2016;512
Males;76 years old;2015;313
Males;76 years old;2014;385
Males;76 years old;2013;452
Males;76 years old;2012;301
Males;76 years old;2011;283
Males;76 years old;2010;283
Males;76 years old;2009;218
Males;76 years old;2008;180
Males;77 years old;2021;714
Males;77 years old;2020;392
Males;77 years old;2019;423
Males;77 years old;2018;516
Males;77 years old;2017;697
Males;77 years old;2016;422
Males;77 years old;2015;336
Males;77 years old;2014;349
Males;77 years old;2013;493
Males;77 years old;2012;260
Males;77 years old;2011;196
Males;77 years old;2010;226
Males;77 years old;2009;209
Males;77 years old;2008;172
Males;78 years old;2021;592
Males;78 years old;2020;409
Males;78 years old;2019;447
Males;78 years old;2018;535
Males;78 years old;2017;614
Males;78 years old;2016;389
Males;78 years old;2015;271
Males;78 years old;2014;339
Males;78 years old;2013;378
Males;78 years old;2012;231
Males;78 years old;2011;202
Males;78 years old;2010;205
Males;78 years old;2009;156
Males;78 years old;2008;161
Males;79 years old;2021;560
Males;79 years old;2020;374
Males;79 years old;2019;385
Males;79 years old;2018;459
Males;79 years old;2017;605
Males;79 years old;2016;353
Males;79 years old;2015;254
Males;79 years old;2014;233
Males;79 years old;2013;332
Males;79 years old;2012;187
Males;79 years old;2011;189
Males;79 years old;2010;198
Males;79 years old;2009;174
Males;79 years old;2008;136
Males;80 years old;2021;507
Males;80 years old;2020;336
Males;80 years old;2019;355
Males;80 years old;2018;409
Males;80 years old;2017;540
Males;80 years old;2016;340
Males;80 years old;2015;182
Males;80 years old;2014;218
Males;80 years old;2013;270
Males;80 years old;2012;193
Males;80 years old;2011;127
Males;80 years old;2010;164
Males;80 years old;2009;136
Males;80 years old;2008;91
Males;81 years old;2021;540
Males;81 years old;2020;303
Males;81 years old;2019;382
Males;81 years old;2018;402
Males;81 years old;2017;451
Males;81 years old;2016;251
Males;81 years old;2015;166
Males;81 years old;2014;175
Males;81 years old;2013;239
Males;81 years old;2012;126
Males;81 years old;2011;142
Males;81 years old;2010;158
Males;81 years old;2009;124
Males;81 years old;2008;107
Males;82 years old;2021;455
Males;82 years old;2020;268
Males;82 years old;2019;324
Males;82 years old;2018;354
Males;82 years old;2017;372
Males;82 years old;2016;226
Males;82 years old;2015;145
Males;82 years old;2014;152
Males;82 years old;2013;264
Males;82 years old;2012;145
Males;82 years old;2011;110
Males;82 years old;2010;123
Males;82 years old;2009;111
Males;82 years old;2008;73
Males;83 years old;2021;429
Males;83 years old;2020;249
Males;83 years old;2019;267
Males;83 years old;2018;282
Males;83 years old;2017;339
Males;83 years old;2016;187
Males;83 years old;2015;127
Males;83 years old;2014;146
Males;83 years old;2013;156
Males;83 years old;2012;101
Males;83 years old;2011;97
Males;83 years old;2010;116
Males;83 years old;2009;79
Males;83 years old;2008;63
Males;84 years old;2021;327
Males;84 years old;2020;218
Males;84 years old;2019;216
Males;84 years old;2018;255
Males;84 years old;2017;300
Males;84 years old;2016;127
Males;84 years old;2015;91
Males;84 years old;2014;124
Males;84 years old;2013;188
Males;84 years old;2012;104
Males;84 years old;2011;66
Males;84 years old;2010;79
Males;84 years old;2009;75
Males;84 years old;2008;54
Males;85 years old;2021;313
Males;85 years old;2020;188
Males;85 years old;2019;189
Males;85 years old;2018;220
Males;85 years old;2017;269
Males;85 years old;2016;137
Males;85 years old;2015;79
Males;85 years old;2014;96
Males;85 years old;2013;141
Males;85 years old;2012;71
Males;85 years old;2011;72
Males;85 years old;2010;79
Males;85 years old;2009;82
Males;85 years old;2008;50
Males;86 years old;2021;266
Males;86 years old;2020;140
Males;86 years old;2019;168
Males;86 years old;2018;240
Males;86 years old;2017;233
Males;86 years old;2016;122
Males;86 years old;2015;56
Males;86 years old;2014;90
Males;86 years old;2013;112
Males;86 years old;2012;58
Males;86 years old;2011;73
Males;86 years old;2010;64
Males;86 years old;2009;41
Males;86 years old;2008;37
Males;87 years old;2021;239
Males;87 years old;2020;128
Males;87 years old;2019;138
Males;87 years old;2018;190
Males;87 years old;2017;224
Males;87 years old;2016;91
Males;87 years old;2015;56
Males;87 years old;2014;58
Males;87 years old;2013;73
Males;87 years old;2012;51
Males;87 years old;2011;42
Males;87 years old;2010;40
Males;87 years old;2009;46
Males;87 years old;2008;40
Males;88 years old;2021;177
Males;88 years old;2020;116
Males;88 years old;2019;131
Males;88 years old;2018;139
Males;88 years old;2017;165
Males;88 years old;2016;64
Males;88 years old;2015;48
Males;88 years old;2014;65
Males;88 years old;2013;69
Males;88 years old;2012;49
Males;88 years old;2011;22
Males;88 years old;2010;34
Males;88 years old;2009;38
Males;88 years old;2008;13
Males;89 years old;2021;192
Males;89 years old;2020;96
Males;89 years old;2019;105
Males;89 years old;2018;143
Males;89 years old;2017;151
Males;89 years old;2016;48
Males;89 years old;2015;32
Males;89 years old;2014;45
Males;89 years old;2013;56
Males;89 years old;2012;24
Males;89 years old;2011;27
Males;89 years old;2010;30
Males;89 years old;2009;35
Males;89 years old;2008;16
Males;90 years old and over;2021;801
Males;90 years old and over;2020;432
Males;90 years old and over;2019;490
Males;90 years old and over;2018;620
Males;90 years old and over;2017;681
Males;90 years old and over;2016;147
Males;90 years old and over;2015;67
Males;90 years old and over;2014;147
Males;90 years old and over;2013;223
Males;90 years old and over;2012;123
Males;90 years old and over;2011;92
Males;90 years old and over;2010;121
Males;90 years old and over;2009;87
Males;90 years old and over;2008;73
Females;Total;2021;174.713
Females;Total;2020;114.938
Females;Total;2019;137.172
Females;Total;2018;142.389
Females;Total;2017;167.855
Females;Total;2016;147.505
Females;Total;2015;153.467
Females;Total;2014;177.646
Females;Total;2013;232.711
Females;Total;2012;186.567
Females;Total;2011;168.063
Females;Total;2010;165.184
Females;Total;2009;153.986
Females;Total;2008;118.976
Females;0 years old;2021;117
Females;0 years old;2020;118
Females;0 years old;2019;146
Females;0 years old;2018;195
Females;0 years old;2017;189
Females;0 years old;2016;442
Females;0 years old;2015;543
Females;0 years old;2014;686
Females;0 years old;2013;1.115
Females;0 years old;2012;1.100
Females;0 years old;2011;1.080
Females;0 years old;2010;1.209
Females;0 years old;2009;1.391
Females;0 years old;2008;1.171
Females;1 year old;2021;313
Females;1 year old;2020;282
Females;1 year old;2019;325
Females;1 year old;2018;344
Females;1 year old;2017;396
Females;1 year old;2016;964
Females;1 year old;2015;1.138
Females;1 year old;2014;1.550
Females;1 year old;2013;2.592
Females;1 year old;2012;2.321
Females;1 year old;2011;2.256
Females;1 year old;2010;2.038
Females;1 year old;2009;1.822
Females;1 year old;2008;1.246
Females;2 years old;2021;1.262
Females;2 years old;2020;840
Females;2 years old;2019;1.093
Females;2 years old;2018;1.129
Females;2 years old;2017;1.263
Females;2 years old;2016;1.450
Females;2 years old;2015;1.732
Females;2 years old;2014;2.050
Females;2 years old;2013;2.790
Females;2 years old;2012;2.399
Females;2 years old;2011;2.289
Females;2 years old;2010;2.121
Females;2 years old;2009;1.710
Females;2 years old;2008;1.248
Females;3 years old;2021;1.195
Females;3 years old;2020;876
Females;3 years old;2019;918
Females;3 years old;2018;1.017
Females;3 years old;2017;1.167
Females;3 years old;2016;1.421
Females;3 years old;2015;1.550
Females;3 years old;2014;1.773
Females;3 years old;2013;2.465
Females;3 years old;2012;2.244
Females;3 years old;2011;1.878
Females;3 years old;2010;1.701
Females;3 years old;2009;1.566
Females;3 years old;2008;1.187
Females;4 years old;2021;1.373
Females;4 years old;2020;943
Females;4 years old;2019;1.084
Females;4 years old;2018;1.176
Females;4 years old;2017;1.354
Females;4 years old;2016;1.492
Females;4 years old;2015;1.706
Females;4 years old;2014;1.942
Females;4 years old;2013;2.393
Females;4 years old;2012;2.003
Females;4 years old;2011;1.722
Females;4 years old;2010;1.795
Females;4 years old;2009;1.662
Females;4 years old;2008;1.162
Females;5 years old;2021;1.416
Females;5 years old;2020;946
Females;5 years old;2019;1.140
Females;5 years old;2018;1.229
Females;5 years old;2017;1.553
Females;5 years old;2016;1.773
Females;5 years old;2015;1.803
Females;5 years old;2014;2.142
Females;5 years old;2013;2.313
Females;5 years old;2012;1.979
Females;5 years old;2011;1.674
Females;5 years old;2010;1.589
Females;5 years old;2009;1.581
Females;5 years old;2008;1.216
Females;6 years old;2021;1.607
Females;6 years old;2020;1.034
Females;6 years old;2019;1.276
Females;6 years old;2018;1.504
Females;6 years old;2017;1.947
Females;6 years old;2016;1.870
Females;6 years old;2015;1.923
Females;6 years old;2014;1.976
Females;6 years old;2013;2.192
Females;6 years old;2012;1.722
Females;6 years old;2011;1.530
Females;6 years old;2010;1.665
Females;6 years old;2009;1.527
Females;6 years old;2008;1.168
Females;7 years old;2021;1.410
Females;7 years old;2020;1.013
Females;7 years old;2019;1.140
Females;7 years old;2018;1.423
Females;7 years old;2017;1.757
Females;7 years old;2016;1.659
Females;7 years old;2015;1.694
Females;7 years old;2014;1.608
Females;7 years old;2013;2.019
Females;7 years old;2012;1.702
Females;7 years old;2011;1.548
Females;7 years old;2010;1.499
Females;7 years old;2009;1.437
Females;7 years old;2008;1.175
Females;8 years old;2021;1.363
Females;8 years old;2020;1.047
Females;8 years old;2019;1.139
Females;8 years old;2018;1.380
Females;8 years old;2017;1.678
Females;8 years old;2016;1.551
Females;8 years old;2015;1.492
Females;8 years old;2014;1.655
Females;8 years old;2013;1.858
Females;8 years old;2012;1.526
Females;8 years old;2011;1.450
Females;8 years old;2010;1.438
